match_id,season_id,match_number,match_date,stage,venue_id,venue_name,team1_id,team1_name,team2_id,team2_name,toss_winner_id,toss_selection,team1_score,team2_score,winner_id,winning_team_name,score_margin,is_tie,team1_raid_points,team1_tackle_points,team1_all_out_points,team1_extra_points,team2_raid_points,team2_tackle_points,team2_all_out_points,team2_extra_points,team1_raids_total,team1_raids_successful,team1_raids_unsuccessful,team1_raids_empty,team1_super_raids,team2_raids_total,team2_raids_successful,team2_raids_unsuccessful,team2_raids_empty,team2_super_raids,team1_tackles_total,team1_tackles_successful,team1_super_tackles,team2_tackles_total,team2_tackles_successful,team2_super_tackles,team1_all_outs,team2_all_outs
322,5,Match 37,8/19/2017,Group,13,"Babu Banarasi Das Indoor Stadium, Lucknow",30,U.P. Yoddha,28,Haryana Steelers,30,Choice of court :Right,29,36,28.0,Haryana Steelers,7,False,11,14,0,4,15,14,4,3,45,10,16,19,0,45,13,10,22,0,23,9,4,21,13,1,0,2
323,5,Match 38,8/20/2017,Group,13,"Babu Banarasi Das Indoor Stadium, Lucknow",6,Patna Pirates,7,Puneri Paltan,7,Choice of court :Left,42,47,7.0,Puneri Paltan,5,False,31,6,4,1,29,12,4,2,46,22,12,12,2,45,21,5,19,1,25,5,1,37,12,0,2,2
324,5,Match 39,8/20/2017,Group,13,"Babu Banarasi Das Indoor Stadium, Lucknow",30,U.P. Yoddha,3,Jaipur Pink Panthers,30,Choice of court :Right,22,24,3.0,Jaipur Pink Panthers,2,False,12,7,0,3,12,8,2,2,41,10,8,23,0,42,11,8,23,1,17,5,2,16,8,0,0,1
325,5,Match 40,8/22/2017,Group,13,"Babu Banarasi Das Indoor Stadium, Lucknow",31,Gujarat Fortunegiants,7,Puneri Paltan,7,Choice of court :Left,35,21,31.0,Gujarat Fortunegiants,14,False,13,17,4,1,11,10,0,0,47,12,9,26,0,46,9,17,20,0,24,17,0,21,9,1,2,0
326,5,Match 41,8/22/2017,Group,13,"Babu Banarasi Das Indoor Stadium, Lucknow",30,U.P. Yoddha,4,Bengal Warriors,30,Choice of court :Right,31,32,4.0,Bengal Warriors,1,False,20,10,0,1,17,10,2,3,46,18,12,16,1,47,13,9,25,0,22,9,1,21,10,0,0,1
327,5,Match 42,8/23/2017,Group,13,"Babu Banarasi Das Indoor Stadium, Lucknow",28,Haryana Steelers,2,Dabang Delhi K.C.,2,Choice of court :Left,27,25,28.0,Haryana Steelers,2,False,16,8,2,1,14,9,2,0,48,13,8,27,0,47,11,9,27,0,20,8,0,21,8,1,1,1
328,5,Match 43,8/23/2017,Group,13,"Babu Banarasi Das Indoor Stadium, Lucknow",30,U.P. Yoddha,29,Tamil Thalaivas,29,Choice of court :Left,33,33,,Tie,0,True,19,10,2,2,16,14,2,1,51,15,13,23,1,50,16,9,25,0,25,9,1,29,13,1,1,1
329,5,Match 44,8/24/2017,Group,13,"Babu Banarasi Das Indoor Stadium, Lucknow",30,U.P. Yoddha,8,Telugu Titans,30,Choice of court :Right,25,23,30.0,U.P. Yoddha,2,False,13,10,0,2,10,12,0,1,46,10,12,24,0,47,9,11,27,0,17,9,1,23,11,0,0,0
330,5,Match 45,8/25/2017,Group,5,"DOME@NSCI SVP Stadium, Mumbai",5,U Mumba,3,Jaipur Pink Panthers,5,Choice of court :Left,36,39,3.0,Jaipur Pink Panthers,3,False,17,13,2,4,19,11,6,3,41,13,13,15,1,41,12,11,18,2,29,10,3,21,11,0,1,3
331,5,Match 46,8/25/2017,Group,5,"DOME@NSCI SVP Stadium, Mumbai",4,Bengal Warriors,6,Patna Pirates,6,Choice of court :Right,36,36,,Tie,0,True,22,11,2,1,18,13,4,1,48,18,13,17,0,49,16,10,23,1,25,10,1,25,12,1,1,2
332,5,Match 47,8/26/2017,Group,5,"DOME@NSCI SVP Stadium, Mumbai",6,Patna Pirates,29,Tamil Thalaivas,6,Choice of court :Left,35,24,6.0,Patna Pirates,11,False,18,13,4,0,14,9,0,1,46,14,10,22,1,45,12,12,21,0,21,12,1,27,9,0,2,0
333,5,Match 48,8/26/2017,Group,5,"DOME@NSCI SVP Stadium, Mumbai",5,U Mumba,7,Puneri Paltan,7,Choice of court :Right,24,26,7.0,Puneri Paltan,2,False,13,8,2,1,14,8,2,2,43,10,10,23,0,43,12,9,22,0,20,8,0,19,8,0,1,1
334,5,Match 49,8/27/2017,Group,5,"DOME@NSCI SVP Stadium, Mumbai",4,Bengal Warriors,1,Bengaluru Bulls,4,Choice of court :Left,32,26,4.0,Bengal Warriors,6,False,17,11,2,2,15,10,0,1,43,12,10,21,1,42,13,10,19,1,19,9,2,24,10,0,1,0
335,5,Match 50,8/27/2017,Group,5,"DOME@NSCI SVP Stadium, Mumbai",5,U Mumba,2,Dabang Delhi K.C.,5,Choice of court :Left,32,33,2.0,Dabang Delhi K.C.,1,False,26,5,0,1,19,10,4,0,46,19,10,17,0,45,18,6,21,0,23,5,0,26,10,0,0,2
336,5,Match 51,10/17/2017,Group,7,"Shree Shiv Chhatrapati Sports Complex, Pune",1,Bengaluru Bulls,30,U.P. Yoddha,30,Choice of court :Left,64,24,1.0,Bengaluru Bulls,40,False,37,16,10,1,18,4,0,2,43,31,5,7,1,43,14,15,14,0,25,15,1,35,4,0,5,0
337,5,Match 52,9/20/2017,Group,15,"Harivansh Tana Bhagat Indoor Stadium, Ranchi",5,U Mumba,31,Gujarat Fortunegiants,5,Choice of court :Left,23,45,31.0,Gujarat Fortunegiants,22,False,12,11,0,0,23,13,6,3,44,10,16,18,0,45,16,6,23,1,27,6,5,19,13,0,0,3
338,5,Match 53,8/30/2017,Group,5,"DOME@NSCI SVP Stadium, Mumbai",5,U Mumba,28,Haryana Steelers,5,Choice of court :Left,38,32,5.0,U Mumba,6,False,21,14,2,1,21,7,2,2,47,15,8,24,1,46,14,11,21,0,27,10,4,22,7,0,1,1
339,5,Match 54,8/31/2017,Group,5,"DOME@NSCI SVP Stadium, Mumbai",8,Telugu Titans,29,Tamil Thalaivas,29,Choice of court :Right,33,28,8.0,Telugu Titans,5,False,12,16,2,3,16,8,2,2,50,11,10,29,0,51,15,13,23,0,25,13,3,15,8,0,1,1
340,5,Match 55,8/31/2017,Group,5,"DOME@NSCI SVP Stadium, Mumbai",5,U Mumba,3,Jaipur Pink Panthers,3,Choice of court :Right,36,32,5.0,U Mumba,4,False,25,7,2,2,18,5,4,5,45,19,5,21,0,44,18,6,20,1,24,6,1,20,5,0,1,2
341,5,Match 56,9/1/2017,Group,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",4,Bengal Warriors,6,Patna Pirates,6,Choice of court :Left,41,38,4.0,Bengal Warriors,3,False,27,9,2,3,23,9,4,2,49,21,10,18,0,49,19,10,20,0,27,8,1,24,8,1,1,2
342,5,Match 57,9/2/2017,Group,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",31,Gujarat Fortunegiants,28,Haryana Steelers,28,Choice of court :Left,36,42,28.0,Haryana Steelers,6,False,24,8,2,2,25,11,4,2,46,22,10,14,0,46,17,9,20,1,30,8,0,29,9,2,1,2
343,5,Match 58,9/2/2017,Group,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",4,Bengal Warriors,30,U.P. Yoddha,30,Choice of court :Left,26,26,,Tie,0,True,15,9,2,0,19,5,0,2,44,15,6,23,0,45,13,9,23,1,20,9,0,17,4,1,1,0
344,5,Match 59,9/3/2017,Group,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",31,Gujarat Fortunegiants,3,Jaipur Pink Panthers,31,Choice of court :Right,25,31,3.0,Jaipur Pink Panthers,6,False,14,9,0,2,12,11,4,4,43,13,14,16,0,43,11,9,23,0,19,7,2,21,11,0,0,2
345,5,Match 60,9/3/2017,Group,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",4,Bengal Warriors,29,Tamil Thalaivas,4,Choice of court :Right,29,25,4.0,Bengal Warriors,4,False,15,9,2,3,13,10,2,0,47,13,9,25,1,46,12,10,24,0,19,9,0,19,9,1,1,1
346,5,Match 61,9/5/2017,Group,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",6,Patna Pirates,3,Jaipur Pink Panthers,6,Choice of court :Right,47,21,6.0,Patna Pirates,26,False,30,8,8,1,15,5,0,1,44,21,6,17,2,43,11,9,23,0,17,8,0,34,5,0,4,0
347,5,Match 62,9/5/2017,Group,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",4,Bengal Warriors,28,Haryana Steelers,28,Choice of court :Left,29,36,28.0,Haryana Steelers,7,False,22,5,2,0,20,8,4,4,44,16,12,16,1,43,14,5,24,1,21,5,0,25,8,0,1,2
348,5,Match 63,9/6/2017,Group,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",2,Dabang Delhi K.C.,1,Bengaluru Bulls,1,Choice of court :Left,38,30,2.0,Dabang Delhi K.C.,8,False,26,6,4,2,22,5,2,1,45,24,4,17,0,44,20,7,17,0,22,6,0,27,4,1,2,1
349,5,Match 64,9/6/2017,Group,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",4,Bengal Warriors,5,U Mumba,4,Choice of court :Right,31,37,5.0,U Mumba,6,False,19,5,2,5,22,11,4,0,47,19,10,18,0,47,16,7,24,1,23,5,0,24,10,1,1,2
350,5,Match 65,9/7/2017,Group,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",8,Telugu Titans,7,Puneri Paltan,7,Choice of court :Left,37,42,7.0,Puneri Paltan,5,False,20,10,4,3,18,15,6,3,44,12,16,16,3,45,17,10,18,0,25,9,1,30,14,1,2,3
351,5,Match 66,9/7/2017,Group,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",4,Bengal Warriors,2,Dabang Delhi K.C.,2,Choice of court :Left,31,31,,Tie,0,True,18,8,4,1,22,6,2,1,44,17,6,21,0,45,18,8,19,1,24,8,0,20,6,0,2,1
352,5,Match 67,9/8/2017,Group,14,"Motilal Nehru School of Sports, Rai, Sonepat",28,Haryana Steelers,6,Patna Pirates,6,Choice of court :Right,41,41,,Tie,0,True,23,13,4,1,26,11,4,0,49,19,10,20,0,48,19,14,15,2,29,13,0,25,10,1,2,2
353,5,Match 68,9/8/2017,Group,14,"Motilal Nehru School of Sports, Rai, Sonepat",31,Gujarat Fortunegiants,30,U.P. Yoddha,31,Choice of court :Left,30,30,,Tie,0,True,12,11,4,3,15,13,2,0,43,11,12,20,0,44,10,10,24,2,22,10,1,23,12,1,2,1
354,5,Match 69,9/9/2017,Group,14,"Motilal Nehru School of Sports, Rai, Sonepat",6,Patna Pirates,5,U Mumba,6,Choice of court :Left,41,51,5.0,U Mumba,10,False,31,6,2,2,34,10,6,1,46,22,10,14,1,46,27,6,13,0,36,6,0,31,9,1,1,3
355,5,Match 70,9/9/2017,Group,14,"Motilal Nehru School of Sports, Rai, Sonepat",28,Haryana Steelers,1,Bengaluru Bulls,1,Choice of court :Right,38,31,28.0,Haryana Steelers,7,False,24,9,4,1,24,6,0,1,43,16,5,22,3,44,23,9,12,0,26,9,0,26,5,1,2,0
356,5,Match 71,9/10/2017,Group,14,"Motilal Nehru School of Sports, Rai, Sonepat",1,Bengaluru Bulls,7,Puneri Paltan,7,Choice of court :Right,24,20,1.0,Bengaluru Bulls,4,False,6,15,2,1,7,11,0,2,43,5,12,26,0,42,6,14,22,0,20,14,1,15,10,1,1,0
357,5,Match 72,9/10/2017,Group,14,"Motilal Nehru School of Sports, Rai, Sonepat",28,Haryana Steelers,8,Telugu Titans,8,Choice of court :Left,19,37,8.0,Telugu Titans,18,False,12,4,0,3,16,13,4,4,47,11,15,21,0,47,15,5,27,0,18,3,1,22,13,0,0,2
358,5,Match 73,9/12/2017,Group,14,"Motilal Nehru School of Sports, Rai, Sonepat",4,Bengal Warriors,8,Telugu Titans,4,Choice of court :Left,32,31,4.0,Bengal Warriors,1,False,22,5,2,3,17,8,4,2,45,20,10,15,0,44,13,5,26,1,16,3,2,23,8,0,1,2
359,5,Match 74,9/12/2017,Group,14,"Motilal Nehru School of Sports, Rai, Sonepat",28,Haryana Steelers,2,Dabang Delhi K.C.,28,Choice of court :Left,27,24,28.0,Haryana Steelers,3,False,14,10,2,1,13,6,2,3,43,9,8,26,1,43,10,10,23,0,19,9,1,19,6,0,1,1
360,5,Match 75,9/13/2017,Group,14,"Motilal Nehru School of Sports, Rai, Sonepat",29,Tamil Thalaivas,30,U.P. Yoddha,30,Choice of court :Right,34,33,29.0,Tamil Thalaivas,1,False,18,10,4,2,22,9,2,0,47,14,9,24,2,48,15,10,23,1,24,10,0,26,9,0,2,1
361,5,Match 76,9/13/2017,Group,14,"Motilal Nehru School of Sports, Rai, Sonepat",28,Haryana Steelers,7,Puneri Paltan,7,Choice of court :Right,22,38,7.0,Puneri Paltan,16,False,14,8,0,0,22,8,4,4,45,11,10,24,0,46,18,4,24,1,25,4,4,18,8,0,0,2
362,5,Match 77,9/14/2017,Group,14,"Motilal Nehru School of Sports, Rai, Sonepat",28,Haryana Steelers,3,Jaipur Pink Panthers,28,Choice of court :Left,27,27,,Tie,0,True,16,9,2,0,19,6,2,0,48,14,5,29,0,47,14,9,24,1,26,9,0,17,5,1,1,1
363,5,Match 78,9/15/2017,Group,15,"Harivansh Tana Bhagat Indoor Stadium, Ranchi",6,Patna Pirates,8,Telugu Titans,6,Choice of court :Left,46,30,6.0,Patna Pirates,16,False,24,12,8,2,17,8,2,3,45,19,10,16,1,44,13,13,18,0,21,12,0,32,8,0,4,1
364,5,Match 79,9/15/2017,Group,15,"Harivansh Tana Bhagat Indoor Stadium, Ranchi",5,U Mumba,31,Gujarat Fortunegiants,5,Choice of court :Left,28,39,31.0,Gujarat Fortunegiants,11,False,17,7,0,4,21,13,4,1,44,10,11,23,1,44,16,8,20,1,25,6,1,24,11,2,0,2
365,5,Match 80,9/16/2017,Group,15,"Harivansh Tana Bhagat Indoor Stadium, Ranchi",1,Bengaluru Bulls,8,Telugu Titans,1,Choice of court :Left,26,26,,Tie,0,True,15,9,2,0,12,13,0,1,42,13,9,20,0,41,10,9,22,0,14,9,0,20,8,5,1,0
366,5,Match 81,9/16/2017,Group,15,"Harivansh Tana Bhagat Indoor Stadium, Ranchi",6,Patna Pirates,30,U.P. Yoddha,6,Choice of court :Left,45,42,6.0,Patna Pirates,3,False,26,8,6,5,27,8,4,3,45,19,11,15,1,44,20,9,15,1,29,8,0,30,8,0,3,2
367,5,Match 82,9/17/2017,Group,15,"Harivansh Tana Bhagat Indoor Stadium, Ranchi",3,Jaipur Pink Panthers,2,Dabang Delhi K.C.,3,Choice of court :Left,36,25,3.0,Jaipur Pink Panthers,11,False,17,13,4,2,15,9,0,1,45,11,9,25,2,45,14,13,18,0,21,11,2,24,9,0,2,0
368,5,Match 83,9/17/2017,Group,15,"Harivansh Tana Bhagat Indoor Stadium, Ranchi",6,Patna Pirates,4,Bengal Warriors,6,Choice of court :Left,37,37,,Tie,0,True,23,9,4,1,27,7,2,1,44,20,6,18,0,45,24,10,11,0,26,9,0,24,6,1,2,1
369,5,match 84,9/19/2017,Group,15,"Harivansh Tana Bhagat Indoor Stadium, Ranchi",7,Puneri Paltan,28,Haryana Steelers,28,Choice of court :Right,37,25,7.0,Puneri Paltan,12,False,16,17,4,0,16,9,0,0,46,14,8,24,0,45,13,16,16,0,27,16,1,23,8,1,2,0
370,5,Match 85,9/19/2017,League,15,"Harivansh Tana Bhagat Indoor Stadium, Ranchi",6,Patna Pirates,1,Bengaluru Bulls,6,Choice of court :Left,36,32,6.0,Patna Pirates,4,False,22,7,4,3,22,5,2,3,47,19,6,22,0,47,19,9,19,0,24,7,0,23,4,0,2,1
371,5,Match 86,9/20/2017,Group,15,"Harivansh Tana Bhagat Indoor Stadium, Ranchi",6,Patna Pirates,29,Tamil Thalaivas,6,Choice of court :Left,41,39,6.0,Patna Pirates,2,False,26,8,4,3,27,10,2,0,47,18,9,20,1,48,21,10,17,0,25,8,0,28,9,1,2,1
372,5,Match 87,9/21/2017,Group,15,"Harivansh Tana Bhagat Indoor Stadium, Ranchi",3,Jaipur Pink Panthers,28,Haryana Steelers,3,Choice of court :Left,26,30,28.0,Haryana Steelers,4,False,17,8,0,1,13,15,2,0,43,12,13,18,2,43,11,8,24,1,18,8,0,26,13,2,0,1
373,5,Match 88,9/21/2017,Group,15,"Harivansh Tana Bhagat Indoor Stadium, Ranchi",6,Patna Pirates,30,U.P. Yoddha,30,Choice of court :Right,41,46,30.0,U.P. Yoddha,5,False,30,6,2,3,32,8,4,2,44,19,9,16,3,45,24,5,16,2,30,4,2,27,8,0,1,2
374,5,Match 89,9/22/2017,Group,2,"Thyagaraj Sports Complex, Delhi",2,Dabang Delhi K.C.,5,U Mumba,5,Choice of court :Left,28,30,5.0,U Mumba,2,False,15,8,2,3,17,8,2,3,44,12,9,23,1,44,16,8,20,0,23,8,0,19,8,0,1,1
375,5,Match 90,9/23/2017,Group,2,"Thyagaraj Sports Complex, Delhi",1,Bengaluru Bulls,4,Bengal Warriors,4,Choice of court :Left,29,33,4.0,Bengal Warriors,4,False,15,11,2,1,18,12,2,1,44,12,12,20,0,44,14,10,20,1,22,10,1,26,12,0,1,1
376,5,Match 91,9/23/2017,Group,2,"Thyagaraj Sports Complex, Delhi",2,Dabang Delhi K.C.,7,Puneri Paltan,7,Choice of court :Left,29,34,7.0,Puneri Paltan,5,False,17,8,2,2,19,11,4,0,43,14,9,20,0,43,13,9,21,1,24,8,0,22,9,2,1,2
377,5,Match 92,9/24/2017,Group,2,"Thyagaraj Sports Complex, Delhi",4,Bengal Warriors,29,Tamil Thalaivas,29,Choice of court :Left,32,33,29.0,Tamil Thalaivas,1,False,21,7,2,2,14,15,2,2,46,15,13,18,1,46,13,7,26,0,19,6,1,27,12,3,1,1
378,5,Match 93,9/24/2017,Group,2,"Thyagaraj Sports Complex, Delhi",2,Dabang Delhi K.C.,28,Haryana Steelers,2,Choice of court :Right,24,42,28.0,Haryana Steelers,18,False,13,9,0,2,15,18,6,3,44,10,19,15,0,44,14,8,22,0,22,7,2,23,17,1,0,3
379,5,Match 94,9/26/2017,Group,2,"Thyagaraj Sports Complex, Delhi",31,Gujarat Fortunegiants,29,Tamil Thalaivas,31,Choice of court :Right,34,35,29.0,Tamil Thalaivas,1,False,20,9,4,1,25,8,2,0,45,18,8,19,0,45,20,9,16,1,29,9,0,25,8,0,2,1
380,5,Match 95,9/26/2017,Group,2,"Thyagaraj Sports Complex, Delhi",2,Dabang Delhi K.C.,6,Patna Pirates,6,Choice of court :Left,34,36,6.0,Patna Pirates,2,False,15,12,4,3,19,11,4,2,45,14,10,21,0,45,14,10,21,1,22,9,3,24,10,1,2,2
381,5,Match 96,9/27/2017,Group,2,"Thyagaraj Sports Complex, Delhi",8,Telugu Titans,3,Jaipur Pink Panthers,3,Choice of court :Right,41,34,8.0,Telugu Titans,7,False,27,11,2,1,25,3,2,4,45,25,4,16,0,45,19,11,15,0,34,11,0,23,3,0,1,1
382,5,Match 97,9/27/2017,Group,2,"Thyagaraj Sports Complex, Delhi",2,Dabang Delhi K.C.,30,U.P. Yoddha,2,Choice of court :Right,16,45,30.0,U.P. Yoddha,29,False,11,5,0,0,25,13,6,1,42,9,14,19,0,43,18,5,20,1,25,5,0,22,13,0,0,3
383,5,Match 98,9/28/2017,Group,2,"Thyagaraj Sports Complex, Delhi",1,Bengaluru Bulls,5,U Mumba,1,Choice of court :Right,30,42,5.0,U Mumba,12,False,20,6,0,4,23,13,4,2,43,17,13,13,0,42,17,7,18,2,24,6,0,24,12,1,0,2
384,5,Match 99,9/28/2017,Group,2,"Thyagaraj Sports Complex, Delhi",2,Dabang Delhi K.C.,8,Telugu Titans,2,Choice of court :Left,22,44,8.0,Telugu Titans,22,False,13,9,0,0,26,12,6,0,46,9,12,25,0,47,20,9,18,1,30,9,0,18,12,0,0,3
385,5,Match 100,9/29/2017,Group,16,"Jawaharlal Nehru Indoor Stadium, Chennai",29,Tamil Thalaivas,7,Puneri Paltan,29,Choice of court :Left,20,33,7.0,Puneri Paltan,13,False,10,9,0,1,12,13,4,4,43,8,13,22,0,44,11,7,26,1,19,7,2,19,11,1,0,2
386,5,Match 101,9/29/2017,Group,16,"Jawaharlal Nehru Indoor Stadium, Chennai",31,Gujarat Fortunegiants,6,Patna Pirates,6,Choice of court :Right,30,29,31.0,Gujarat Fortunegiants,1,False,13,14,2,1,13,13,0,3,47,10,12,25,1,47,10,13,24,0,22,13,1,20,9,4,1,0
387,5,Match 102,9/30/2017,Group,16,"Jawaharlal Nehru Indoor Stadium, Chennai",7,Puneri Paltan,30,U.P. Yoddha,7,Choice of court :Left,34,33,7.0,Puneri Paltan,1,False,21,9,4,0,20,10,2,1,40,11,9,20,3,40,16,9,15,1,24,9,0,28,9,1,2,1
388,5,Match 103,9/30/2017,Group,16,"Jawaharlal Nehru Indoor Stadium, Chennai",29,Tamil Thalaivas,3,Jaipur Pink Panthers,3,Choice of court :Right,26,27,3.0,Jaipur Pink Panthers,1,False,15,8,0,3,15,8,2,2,46,13,9,24,0,46,14,8,24,0,20,6,2,17,8,0,0,1
389,5,Match 104,10/01/2017,Group,16,"Jawaharlal Nehru Indoor Stadium, Chennai",3,Jaipur Pink Panthers,4,Bengal Warriors,4,Choice of court :Right,31,32,4.0,Bengal Warriors,1,False,22,7,2,0,22,7,2,1,47,16,7,24,1,47,18,7,22,0,23,7,0,22,7,0,1,1
390,5,Match 105,10/01/2017,Group,16,"Jawaharlal Nehru Indoor Stadium, Chennai",29,Tamil Thalaivas,5,U Mumba,5,Choice of court :Right,30,33,5.0,U Mumba,3,False,19,7,2,2,20,9,2,2,46,15,7,24,0,46,16,7,23,0,22,7,0,24,7,2,1,1
391,5,Match 106,10/03/2017,Group,16,"Jawaharlal Nehru Indoor Stadium, Chennai",2,Dabang Delhi K.C.,31,Gujarat Fortunegiants,2,Choice of court :Left,22,42,31.0,Gujarat Fortunegiants,20,False,16,4,0,2,25,8,6,3,43,11,11,21,0,42,23,4,15,0,27,4,0,18,8,0,0,3
392,5,Match 107,10/03/2017,Group,16,"Jawaharlal Nehru Indoor Stadium, Chennai",29,Tamil Thalaivas,8,Telugu Titans,29,Choice of court :Left,37,58,8.0,Telugu Titans,21,False,28,3,2,4,36,11,8,3,48,23,12,13,1,49,27,4,18,2,31,3,0,28,10,1,1,4
393,5,Match 108,10/04/2017,Group,16,"Jawaharlal Nehru Indoor Stadium, Chennai",5,U Mumba,28,Haryana Steelers,5,Choice of court :Left,30,41,28.0,Haryana Steelers,11,False,23,3,0,4,24,11,4,2,45,16,13,16,1,45,20,4,21,0,24,3,0,26,11,0,0,2
394,5,Match 109,10/04/2017,Group,16,"Jawaharlal Nehru Indoor Stadium, Chennai",29,Tamil Thalaivas,30,U.P. Yoddha,30,Choice of court :Right,33,37,30.0,U.P. Yoddha,4,False,25,7,0,1,25,6,2,4,47,22,7,18,0,47,19,8,20,1,26,7,0,24,5,1,0,1
395,5,Match 110,10/05/2017,Group,16,"Jawaharlal Nehru Indoor Stadium, Chennai",29,Tamil Thalaivas,1,Bengaluru Bulls,29,Choice of court :Right,35,45,1.0,Bengaluru Bulls,10,False,24,7,2,2,24,12,6,3,46,21,13,12,0,47,21,7,19,0,26,6,1,29,11,0,1,3
396,5,Match 111,10/06/2017,Group,3,"Sawai Mansingh Stadium, Jaipur",3,Jaipur Pink Panthers,31,Gujarat Fortunegiants,3,Choice of court :Left,23,29,31.0,Gujarat Fortunegiants,6,False,11,8,0,4,15,11,2,1,45,10,12,23,0,46,14,8,24,0,19,6,2,21,11,0,0,1
397,5,Match 112,10/06/2017,Group,3,"Sawai Mansingh Stadium, Jaipur",7,Puneri Paltan,4,Bengal Warriors,4,Choice of court :Right,19,25,4.0,Bengal Warriors,6,False,8,10,0,1,9,13,2,1,44,8,13,23,0,44,7,11,26,0,18,10,0,18,12,1,0,1
398,5,Match 113,10/07/2017,Group,3,"Sawai Mansingh Stadium, Jaipur",28,Haryana Steelers,8,Telugu Titans,8,Choice of court :Right,32,30,28.0,Haryana Steelers,2,False,25,1,2,4,22,5,2,1,46,22,5,19,1,46,21,4,21,0,19,1,0,25,5,0,1,1
399,5,Match 114,10/07/2017,Group,3,"Sawai Mansingh Stadium, Jaipur",3,Jaipur Pink Panthers,5,U Mumba,5,Choice of court :Right,36,32,3.0,Jaipur Pink Panthers,4,False,18,12,4,2,14,11,2,5,43,15,14,14,0,44,14,12,18,0,22,12,0,27,11,0,2,1
400,5,Match 115,10/08/2017,Group,3,"Sawai Mansingh Stadium, Jaipur",31,Gujarat Fortunegiants,6,Patna Pirates,31,Choice of court :Left,33,29,31.0,Gujarat Fortunegiants,4,False,13,15,2,3,16,10,2,1,43,10,10,23,1,43,11,14,18,0,24,14,1,18,9,1,1,1
401,5,Match 116,10/08/2017,Group,3,"Sawai Mansingh Stadium, Jaipur",3,Jaipur Pink Panthers,7,Puneri Paltan,7,Choice of court :Right,30,38,7.0,Puneri Paltan,8,False,17,7,2,4,14,18,4,2,43,16,16,11,0,44,15,7,22,0,17,5,2,29,16,2,1,2
402,5,Match 117,10/10/2017,Group,3,"Sawai Mansingh Stadium, Jaipur",5,U Mumba,29,Tamil Thalaivas,29,Choice of court :Right,35,38,29.0,Tamil Thalaivas,3,False,20,11,2,2,21,12,2,3,46,16,12,18,1,47,19,10,18,0,25,9,2,24,12,0,1,1
403,5,Match 118,10/10/2017,Group,3,"Sawai Mansingh Stadium, Jaipur",3,Jaipur Pink Panthers,2,Dabang Delhi K.C.,3,Choice of court :Left,34,35,2.0,Dabang Delhi K.C.,1,False,19,9,2,4,17,11,2,5,46,12,11,23,2,46,13,8,25,0,22,7,1,24,7,2,1,1
404,5,Match 119,10/11/2017,Group,3,"Sawai Mansingh Stadium, Jaipur",2,Dabang Delhi K.C.,1,Bengaluru Bulls,1,Choice of court :Right,32,35,1.0,Bengaluru Bulls,3,False,18,6,2,6,23,7,2,3,43,15,8,20,1,44,20,6,18,0,24,6,0,20,6,1,1,1
405,5,Match 120,10/11/2017,Group,3,"Sawai Mansingh Stadium, Jaipur",3,Jaipur Pink Panthers,28,Haryana Steelers,3,Choice of court :Left,27,37,28.0,Haryana Steelers,10,False,15,7,0,5,19,13,4,1,46,14,12,20,0,46,16,9,21,1,26,7,0,21,12,1,0,2
406,5,Match 121,10/12/2017,Group,3,"Sawai Mansingh Stadium, Jaipur",3,Jaipur Pink Panthers,30,U.P. Yoddha,3,Choice of court :Left,32,53,30.0,U.P. Yoddha,21,False,25,5,0,2,32,9,6,6,44,20,11,13,0,43,23,7,13,3,31,5,0,30,9,0,0,3
407,5,Match 122,10/13/2017,Group,7,"Shree Shiv Chhatrapati Sports Complex, Pune",7,Puneri Paltan,31,Gujarat Fortunegiants,7,Choice of court :Right,20,44,31.0,Gujarat Fortunegiants,24,False,11,5,0,4,22,15,6,1,42,9,15,18,0,43,16,5,22,2,23,3,1,24,15,0,0,3
408,5,Match 123,10/13/2017,Group,7,"Shree Shiv Chhatrapati Sports Complex, Pune",4,Bengal Warriors,29,Tamil Thalaivas,4,Choice of court :Right,34,30,4.0,Bengal Warriors,4,False,20,10,4,0,25,5,0,0,46,16,5,25,1,47,18,10,19,1,26,10,0,22,5,0,2,0
409,5,Match 124,10/14/2017,Group,7,"Shree Shiv Chhatrapati Sports Complex, Pune",29,Tamil Thalaivas,6,Patna Pirates,6,Choice of court :Left,40,37,29.0,Tamil Thalaivas,3,False,25,11,4,0,29,6,2,0,46,19,5,22,0,46,20,11,15,0,28,11,0,26,5,1,2,1
