player_id,player_name,role,first_season,latest_season,career_matches,career_raid_points,career_tackle_points,career_total_points,career_super_raids,career_super_10s,career_high_5s,career_super_tackles
5055,Manish Gulia,Raider,9,9,4,13,1,14,1,0,0,0
3174,Daniel Odhiambo,All Rounder,8,10,5,13,0,13,0,0,0,0
3001,Amit,Defender,6,8,24,0,13,13,0,0,0,0
5051,Darpan,Defender,10,10,9,0,13,13,0,0,0,0
2306,Lalit chaudhary,,6,7,10,6,7,13,0,0,0,0
637,Neeraj Kumar,,5,5,18,0,13,13,0,0,0,1
180,Kedar Lal,,2,3,12,12,1,13,0,0,0,0
170,Swapnil Dilip Shinde,,1,5,27,0,13,13,0,0,0,0
4948,Deepak,Defender,8,9,13,0,13,13,0,0,1,2
5111,Nitin,Defender - Right Cover,9,10,13,2,11,13,0,0,1,3
5164,Shivam Chaudhary,Left Raider,10,10,8,11,2,13,0,0,0,1
3472,Rathan K,Raider,8,9,9,9,4,13,1,0,0,1
181,Deepak Dhull,,2,4,14,1,12,13,0,0,1,0
101,Santhosh B.S,,5,5,18,3,9,12,1,0,0,1
710,N. Renjith,,5,5,15,0,12,12,0,0,0,2
5225,Ghanshyam Magar,Raider,10,10,5,11,1,12,0,0,0,0
786,Parvesh,,6,6,6,7,5,12,0,0,0,0
3102,Sandeep,,6,7,6,7,5,12,0,0,0,0
5130,Sachin,Raider,9,9,9,12,0,12,0,0,0,0
5142,Himmat Antil,Defender - Left Cover,10,10,8,0,12,12,0,0,0,0
235,Vijendra Singh,,2,3,9,1,10,11,0,0,0,0
222,G. S. Manikandan,,2,3,23,0,11,11,0,0,0,0
5129,Saurabh,Raider,9,9,2,11,0,11,0,1,0,0
3027,Ankush,Raider,7,9,12,10,1,11,0,0,0,0
5104,Sunny Sehrawat,Defender - Right Cover,9,10,13,0,11,11,0,0,1,1
735,Vishal,,5,5,8,2,9,11,0,0,1,3
4935,Aslam Thambi,Raider,9,10,8,11,0,11,1,0,0,0
736,Yatharth,,5,5,12,0,11,11,0,0,0,1
5103,Harsh,Defender - Left Cover,9,10,7,0,11,11,0,0,0,0
5092,Thiyagarajan Yuvaraj,Defender,9,10,12,0,11,11,0,0,1,1
5200,Rohit Yadav,Left Raider,10,10,5,11,0,11,1,0,0,0
5100,Ashish Narwal,Raider,9,9,7,10,0,10,0,0,0,0
4968,Kamlesh,Raider,8,9,6,10,0,10,0,0,0,0
10,Simon Kibura,,1,4,38,9,1,10,0,0,0,0
4798,Abdul Insamam,All-Rounder,9,9,7,10,0,10,0,0,0,0
68,Mandeep Kumar,,1,1,7,5,5,10,0,0,0,0
5108,Badal Singh,Defender - Left Corner,9,10,19,0,10,10,0,0,0,1
4801,Ankit,Raider,8,8,4,7,2,9,0,0,0,0
184,Deepak Kumar,,2,3,8,0,9,9,0,0,1,0
3062,Palle Mallikarjun,Raider,7,7,5,7,2,9,0,0,0,0
765,Anil Kumar,Defender,5,6,7,1,8,9,0,0,1,0
363,Sumit Singh,,4,5,14,7,2,9,0,0,0,0
292,Ravinder Kumar,Defender,6,6,8,0,9,9,0,0,0,0
3056,Ajit Singh,Raider,6,6,6,9,0,9,0,0,0,0
661,Tapas Pal,,5,5,15,0,9,9,0,0,0,0
2278,Bhanu Pratap Tomar,,6,6,6,9,0,9,0,0,0,0
605,Shubham Ashok Palkar,Raider,5,6,14,9,0,9,0,0,0,0
13,Seong Ryeol Kim,,1,5,28,3,6,9,0,0,0,0
3221,Chand Singh,Defender,7,7,12,1,8,9,0,0,0,0
4750,Kapil,Defender - Right Cover,9,9,7,0,9,9,0,0,0,0
4157,Lovepreet Singh,Raider,9,9,3,7,2,9,0,0,0,0
3238,Navneet,Raider,7,10,7,9,0,9,0,0,0,0
694,Deepak Yadav,Defender,5,7,15,0,8,8,0,0,0,1
2315,Bhuvneshwar Gaur,Raider,6,8,7,8,0,8,0,0,0,0
5180,Masanamuthu Lakshnanan,Right Raider,10,10,4,8,0,8,0,0,0,0
3096,Ajay,,6,7,18,2,6,8,0,0,0,0
3237,Aakash Arsul,Defender,7,8,7,0,8,8,0,0,1,0
285,Anil Kashinath Patil,,3,3,9,8,0,8,0,0,0,0
689,Mohan Raman G,,5,5,13,8,0,8,0,0,0,0
3178,Saeid Ghaffari,Defender,7,7,9,0,8,8,0,0,0,0
5143,Manu,Left Raider,10,10,11,7,1,8,0,0,0,0
4,Ehsan Zamani Fard,,1,1,8,4,4,8,0,0,0,0
3225,Harmanjit Singh,Raider,7,9,8,8,0,8,0,0,0,0
244,Ravi V.,,2,3,3,8,0,8,0,0,0,0
2266,Mahesh Maruti Magdum,,6,6,4,7,0,7,0,0,0,0
76,Nitin More,,1,3,22,0,7,7,0,0,0,0
80,Punit Kumar Teotia,,1,1,4,3,4,7,0,0,0,0
3527,Jagdeep,Right Raider,10,10,2,6,1,7,0,0,0,0
4849,Sudhakar Krishant,Defender - Left Cover,9,9,9,0,7,7,0,0,0,1
4933,James Kamweti,Raider,8,9,5,6,1,7,0,0,0,0
5120,R Guhan,Raider,9,10,7,7,0,7,0,0,0,0
3153,Omkar R. More,All-Rounder,10,10,10,0,7,7,0,0,0,0
3098,Aman Kadian,,6,7,5,6,1,7,0,0,0,0
4058,Sager Kumar,All-rounder,9,9,1,0,7,7,0,0,1,0
278,Gnanasekaran M,,3,3,10,5,2,7,0,0,0,0
599,Lokesh Kaushik,,6,7,8,5,2,7,0,0,0,0
246,Harvinder Singh,,2,2,7,0,7,7,0,0,0,0
3162,Karamvir,Defender,7,8,12,1,6,7,0,0,0,0
5109,Mohit Pahal,Defender - Left Corner,9,9,3,1,6,7,0,0,0,2
53,Jeeva Gopal,,1,5,32,0,7,7,0,0,0,2
2336,Anuj Kumar,,6,6,6,1,5,6,0,0,0,0
5151,Dadaso Pujari,Defender - Right Corner,10,10,5,0,6,6,0,0,0,1
5256,Vahid RezaEimehr,Defender,10,10,5,0,6,6,0,0,0,2
5213,Sanjay,Defender-Right Cover,10,10,6,0,6,6,0,0,1,0
4917,Govind Gurjar,All-Rounder,9,9,2,1,5,6,0,0,0,0
380,Vikash Kumar,,4,4,7,6,0,6,0,0,0,0
738,Rahul Choudhary,,5,5,9,5,1,6,0,0,0,0
23,Dovlet Boshimov,,1,1,2,4,2,6,0,0,0,0
5097,Parshant Kumar,Raider,9,10,2,6,0,6,0,0,0,0
5139,Arulnanthababu,Defender - Right Corner,10,10,3,0,6,6,0,0,1,0
178,Parveen M. Jangra,,2,2,7,1,5,6,0,0,0,0
3152,Nitin Panwar,Raider,8,9,5,6,0,6,0,0,0,0
266,David Mosambayi,Raider,2,6,37,6,0,6,0,0,0,0
578,Mayur Shivtarkar,,5,5,7,5,1,6,0,0,0,0
5090,Naveen Sharma,Defender,9,10,13,1,5,6,0,0,0,1
3025,Sahil Surender,Defender,8,9,11,0,6,6,0,0,0,0
3075,Purna Singh,Raider,7,9,10,6,0,6,0,0,0,0
19,Wajid Ali,,1,1,4,4,1,5,0,0,0,0
72,Navneet Gautam,,1,5,47,1,4,5,0,0,0,0
21,Sinotharan Kanesharajah,,1,4,30,5,0,5,0,0,0,0
3146,Amit Kumar,All Rounder,7,7,3,5,0,5,0,0,0,0
3594,Sahil,Raider,8,8,6,5,0,5,0,0,0,0
741,Vikash,,5,5,7,0,5,5,0,0,0,0
4971,Aman,Raider,8,9,4,4,1,5,0,0,0,0
4195,Sakthivel R,Defender - Right Corner,9,9,7,0,5,5,0,0,0,0
751,Gurvinder Singh,,5,5,8,0,5,5,0,0,0,0
2021,Anand V,Raider,6,8,6,5,0,5,0,0,0,0
608,Prateek,,6,6,6,3,2,5,0,0,0,0
5173,Jitender Yadav,All-rounder,10,10,4,0,5,5,0,0,0,1
260,Vijay Malik,,2,2,12,5,0,5,0,0,0,0
5106,Devank,Raider,9,10,6,5,0,5,0,0,0,0
236,T. Prasad,,2,3,18,0,5,5,0,0,0,0
5136,Dipak Arjun Shinde,Defender - Right Corner,10,10,11,0,5,5,0,0,0,2
283,Jagdeesha K.K.,,3,3,9,0,5,5,0,0,0,0
208,Varinder Singh,,2,2,15,0,5,5,0,0,0,0
4036,Nitin Chandel,Defender - Right Corner,9,10,11,0,5,5,0,0,0,1
370,Ravindra Ramesh Kumavat,,4,5,13,4,1,5,0,0,0,0
2314,Dharmender,,6,6,4,5,0,5,1,0,0,0
169,Sagar Khatale,,1,2,12,0,4,4,0,0,0,0
3135,Avinash AR,All Rounder,7,7,1,4,0,4,0,0,0,0
5115,Suyog Gaikar,Raider,9,10,4,4,0,4,0,0,0,0
223,Rajeev Kumar,,2,2,8,0,4,4,0,0,0,0
3222,Balram,All Rounder,7,8,5,3,1,4,0,0,0,0
3230,Elavarasan,Defender,7,8,4,0,4,4,0,0,0,0
5154,Ronak,Defender - Right Cover,10,10,5,0,4,4,0,0,0,1
45,Gurpreet Singh,,1,2,18,2,2,4,0,0,0,0
4977,Ankit,Defender,8,9,6,0,4,4,0,0,0,0
629,Narender Hooda,All Rounder,9,10,16,0,4,4,0,0,0,0
730,Rohit,,5,5,11,4,0,4,0,0,0,0
89,Ram Kumar Sah,,1,4,13,3,1,4,0,0,0,0
5156,Nitesh Kumar,Defender - Left Corner,10,10,9,0,4,4,0,0,0,1
2328,Sudhanshu Tyagi,,6,6,13,0,4,4,0,0,0,0
4941,Mohammad Malak,Defender,8,8,5,0,4,4,0,0,0,0
113,Sunil Hanumanthappa,,1,1,5,2,2,4,0,0,0,0
2262,Md Masud Karim,Raider,6,6,3,3,0,3,0,0,0,0
640,Sanoj Kumar,,5,5,5,2,1,3,0,0,0,0
3036,Mohit,Raider,8,8,1,3,0,3,0,0,0,0
3180,Amirhossein Mohammad Maleki,Raider,8,10,2,3,0,3,0,0,0,0
5150,Vaibhav Kamble,Defender - Left Corner,10,10,2,0,3,3,0,0,0,1
4967,Palla Ramakrishna,Defender,8,9,3,1,2,3,0,0,0,0
4754,Ratan G,Raider,10,10,3,3,0,3,0,0,0,0
145,Md. Aruduzzaman Munshi,,1,4,19,2,1,3,0,0,0,0
154,Gurchet Singh,,1,1,4,1,2,3,0,0,0,0
3059,Jashandeep Singh,Raider,8,8,2,3,0,3,0,0,0,0
384,Ravinder Kumar,,4,5,7,2,1,3,0,0,0,0
5052,Alankar Patil,Defender - Right Corner,9,9,3,0,3,3,0,0,0,0
4198,K. Abhimanyu,All-Rounder,9,9,6,2,1,3,0,0,0,0
690,E Subash,,5,5,6,0,3,3,0,0,0,1
5003,Md. Arif Rabbani,Defender - Left Corner,9,9,2,0,3,3,0,0,0,1
776,Muruthu M,,5,5,3,0,3,3,0,0,0,0
5110,Mohit,Defender - Left Cover,9,10,7,0,3,3,0,0,0,0
712,Rohit Kumar,,5,5,20,2,1,3,0,0,0,0
790,Satish,,5,5,11,0,3,3,0,0,0,0
2318,Arun Kumar HN,,6,7,5,3,0,3,0,0,0,0
792,Tushar Bhoir,Defender,5,6,13,0,3,3,0,0,0,1
5152,Tushar Dattaray Adhavade,Defender - Right Cover,10,10,6,0,3,3,0,0,0,0
746,Vikrant,,5,5,11,3,0,3,0,0,0,0
5105,Ashish,Defender - Left Corner,9,10,10,0,3,3,0,0,0,1
2302,Mithin Kumar,,6,6,3,3,0,3,0,0,0,0
4804,Kapil Gurjar,Defender - Right Cover,10,10,3,0,3,3,0,0,0,1
250,Hyunil Park,,2,2,9,2,1,3,0,0,0,0
4929,Soleiman Pahlevani,Defender,8,9,7,0,3,3,0,0,0,1
3473,Prathap S,Raider,8,8,3,3,0,3,0,0,0,0
3208,Ravinder,All Rounder,7,7,5,0,3,3,0,0,0,0
743,Maninder Singh,Raider,8,9,3,3,0,3,0,0,0,0
3229,Vikas Chhillar,Raider,7,7,2,3,0,3,0,0,0,0
5305,Ram Adghale,,10,10,3,0,2,2,0,0,0,0
5053,Rakesh Ram,Defender - Right Cover,9,9,8,1,1,2,0,0,0,0
279,Shashank Wankhede,,4,5,14,0,2,2,0,0,0,0
2320,Mohit Balyan,,6,7,2,0,2,2,0,0,0,0
708,N. Shiva Ramakrishna,,6,6,1,0,2,2,0,0,0,0
2313,Gaurav Kumar,,6,7,3,2,0,2,0,0,0,0
698,Vishav Chaudhary,Defender - Left Cover,6,8,2,2,0,2,0,0,0,0
3148,Tapas Pal,All Rounder,6,8,4,0,2,2,0,0,0,0
392,Kuldeep,,5,5,18,0,2,2,0,0,0,0
221,Anoop E.V.,,2,3,3,0,2,2,0,0,0,0
227,Vinod Paulyas,,2,4,6,2,0,2,0,0,0,0
5098,Rajnesh,Defender - Right Cover,9,9,5,0,2,2,0,0,0,1
316,Nirbhay Narwal,,3,3,2,1,1,2,0,0,0,0
308,Sushil Vijay Bhosale,,3,4,7,0,2,2,0,0,0,0
2282,Yashwant Bishnoi,,6,7,3,2,0,2,0,0,0,0
4021,Vikash D,Defender,8,8,4,0,2,2,0,0,0,0
5167,Akash Prasher,All-Rounder,10,10,3,2,0,2,0,0,0,0
4844,Ravindra Chouhan,Defender-Right Corner,10,10,2,0,2,2,0,0,0,0
206,Aman Kumar,,2,2,4,0,2,2,0,0,0,0
225,Sandeep Tomar,,2,2,6,2,0,2,0,0,0,0
263,Jay Bahadur Bohara,,2,4,22,2,0,2,0,0,0,0
3167,Manish,Defender,7,8,4,0,2,2,0,0,0,0
241,Ravit Kumar,,2,3,8,1,1,2,0,0,0,0
205,Sandeep Malik,,2,3,2,0,2,2,0,0,0,0
3073,Hemant Chauhan,,7,7,4,1,1,2,0,0,0,0
3169,Satywan,Defender,7,9,4,0,2,2,0,0,0,0
5191,Saurav Parthe,Left Raider,10,10,4,2,0,2,0,0,0,0
3747,Gaurav Kumar,Defender,8,8,6,0,2,2,0,0,0,1
3224,Sumit,Defender,7,8,3,0,2,2,0,0,0,0
3301,Rohit Banne,Defender,8,8,6,0,2,2,0,0,0,1
22,Wei Yang,,1,3,14,0,2,2,0,0,0,0
5248,Zheng-Wei Chen,Raider,10,10,2,2,0,2,0,0,0,0
5262,Kunal,Left Raider,10,10,1,2,0,2,0,0,0,0
11,Dong Ju Hong,,1,5,27,2,0,2,0,0,0,0
5171,Himanshu Choudhary,Defender - Left Corner,10,10,2,0,1,1,0,0,0,0
5226,Hasan Balbool,Raider,10,10,2,1,0,1,0,0,0,0
3201,Asiri Alawathge,Raider,8,8,2,1,0,1,0,0,0,0
5182,Rahul Kumar,,10,10,1,1,0,1,0,0,0,0
5165,Ishwar,Defender-Right Corner,10,10,1,1,0,1,0,0,0,0
4932,Hyunsu Park,Raider,8,8,2,1,0,1,0,0,0,0
2351,Vikram Kandola,,6,7,4,0,1,1,0,0,0,0
3220,Naveen Narwal,Defender,7,7,3,0,1,1,0,0,0,0
3158,Aman,Defender,7,7,2,0,1,1,0,0,0,0
4945,Rohit Kumar,Defender,8,8,2,0,1,1,0,0,0,0
3087,E Subash,All Rounder,6,6,2,0,1,1,0,0,0,0
705,Ajvender Singh,,5,5,3,0,1,1,0,0,0,0
513,Yong Joo Ok,,5,5,1,1,0,1,0,0,0,0
737,Ajay,All Rounder,5,8,4,1,0,1,0,0,0,0
3093,Aashish Nagar,Defender - Right Corner,6,8,5,0,1,1,0,0,0,0
74,Nithesh B R,,6,6,2,0,1,1,0,0,0,0
2345,Anil,,6,7,2,1,0,1,0,0,0,0
4936,Mohammad Nosrati,Raider,8,8,2,0,1,1,0,0,0,0
4958,Rohit,Raider,8,8,1,1,0,1,0,0,0,0
4969,Prince,Defender,8,8,3,0,1,1,0,0,0,0
210,Sunny,,4,4,14,1,0,1,0,0,0,0
373,Parveen Narwal,,4,4,3,1,0,1,0,0,0,0
5132,Priyank Chandel,Defender,9,9,3,0,1,1,0,0,0,0
774,Munish,,5,5,10,1,0,1,0,0,0,0
580,Vishnu Uthaman,,5,5,7,0,1,1,0,0,0,0
5122,Rohan Singh,All-Rounder,9,10,2,1,0,1,0,0,0,0
5019,Mohammad Ghorbani,Raider,9,9,1,0,1,1,0,0,0,0
307,Ravinandan G.M.,,3,3,2,0,1,1,0,0,0,0
296,Navjot Singh,,3,3,4,0,1,1,0,0,0,0
317,Hardeep Duhan,,3,3,1,0,1,1,0,0,0,0
201,Adinath Gavali,,2,2,1,0,1,1,0,0,0,0
237,Amit Kumar,,2,2,1,0,1,1,0,0,0,0
4926,Samuel Wafula,All-Rounder,10,10,7,1,0,1,0,0,0,0
20,Wasim Sajjad,,1,2,25,0,1,1,0,0,0,0
9,Takamitsu Kono,,1,5,2,1,0,1,0,0,0,0
30,Arbinda Khuntia,,1,1,2,0,1,1,0,0,0,0
239,Jishnu,,2,2,4,0,1,1,0,0,0,0
193,Rohit Kumar Prajapat,,2,3,7,0,1,1,0,0,0,0
199,Kazuhiro Takano,,2,4,12,1,0,1,0,0,0,0
224,Inderpal Bishnoi,,2,2,2,1,0,1,0,0,0,0
4600,Lavish,Defender-Right Cover,10,10,1,0,1,1,0,0,0,0
335,Phonchoo Tin,All Rounder,4,7,10,1,0,1,0,0,0,0
367,Nitin Kumar,,4,4,1,1,0,1,0,0,0,0
364,Ajay Singh,,4,4,3,0,1,1,0,0,0,0
312,Sanju,,3,3,7,0,1,1,0,0,0,0
4141,D MahindraPrasad,Defender - Left Corner,9,9,1,1,0,1,0,0,0,0
315,Parvesh Attri,,3,3,1,1,0,1,0,0,0,0
554,Mohammad Hossain,All Rounder,7,7,0,0,0,0,0,0,0,0
3129,Sunil Manik Dubile,All Rounder,7,7,3,0,0,0,0,0,0,0
2263,Milinda Chathuranga,Raider,7,7,1,0,0,0,0,0,0,0
3002,Subhash Narwal,Defender,7,7,0,0,0,0,0,0,0,0
3007,Mahendra Choudhary,Defender,7,7,0,0,0,0,0,0,0,0
3170,Amit,Defender,7,7,4,0,0,0,0,0,0,0
43,Dharmendra Singh,Defender,7,7,0,0,0,0,0,0,0,0
3223,Mohit,Defender,7,8,1,0,0,0,0,0,0,0
3037,Siva Ganesh Reddy,Raider,7,7,2,0,0,0,0,0,0,0
2264,Amir Dhumal,All Rounder,7,7,0,0,0,0,0,0,0,0
3105,Sumit Kumar,,6,7,2,0,0,0,0,0,0,0
589,Lal Mohar Yadav,Raider,6,9,0,0,0,0,0,0,0,0
3092,Ameares Mondal,,6,6,2,0,0,0,0,0,0,0
2260,Ranidu Chamara,Defender,6,6,0,0,0,0,0,0,0,0
591,Bajrang,,6,6,0,0,0,0,0,0,0,0
3005,Pratik Patil,Defender,7,7,1,0,0,0,0,0,0,0
3074,Naveen,,7,7,1,0,0,0,0,0,0,0
4973,Davinder Singh,Defender - Right Cover,8,8,0,0,0,0,0,0,0,0
4921,Anwar Baba,All Rounder,8,8,1,0,0,0,0,0,0,0
3715,Ashok,Raider,8,8,0,0,0,0,0,0,0,0
3789,Baljinder Singh,Defender,8,8,2,0,0,0,0,0,0,0
4927,Abe Tetsuro,Defender,8,8,0,0,0,0,0,0,0,0
5027,Helvic Wanjala,All-Rounder,10,10,0,0,0,0,0,0,0,0
48,Hitesh Patel,,1,1,0,0,0,0,0,0,0,0
5194,Hardeep,Defender - Right Cover,10,10,0,0,0,0,0,0,0,0
3181,Milad Sheibak,Defender,7,7,1,0,0,0,0,0,0,0
348,Mahender Reddy,,6,6,1,0,0,0,0,0,0,0
2347,Deepak,,6,6,1,0,0,0,0,0,0,0
2277,Abhinandan Chandel,,6,6,0,0,0,0,0,0,0,0
2337,Amit Singh,Defender,6,6,0,0,0,0,0,0,0,0
4911,Amit Chauhan,Left Raider,8,8,1,0,0,0,0,0,0,0
332,Ogak Haggai Odhiambo,All Rounder,6,6,0,0,0,0,0,0,0,0
4803,Rajesh Gurjar,Defender - Left Corner,8,8,0,0,0,0,0,0,0,0
2040,Anil,,6,6,0,0,0,0,0,0,0,0
4953,Sonu Singh,Raider,8,8,2,0,0,0,0,0,0,0
4975,Sunder,Defender,8,8,1,0,0,0,0,0,0,0
3116,Harsh Vardhan,Defender,7,7,8,0,0,0,0,0,0,0
5260,Akshaykumar Soni,Raider,10,10,0,0,0,0,0,0,0,0
5220,Chai-Ming Chang,Raider,10,10,1,0,0,0,0,0,0,0
33,Bhabesh Kumar,,1,1,0,0,0,0,0,0,0,0
47,Haresh Jalmi,,1,1,0,0,0,0,0,0,0,0
5,Farhad Kamal Gharibi,,1,1,2,0,0,0,0,0,0,0
610,Shiv Om,,5,5,9,0,0,0,0,0,0,0
575,Sultan Dange,,5,5,14,0,0,0,0,0,0,0
797,Vikash Khatri,,5,5,8,0,0,0,0,0,0,0
729,Rajesh Manokaran,,5,5,5,0,0,0,0,0,0,0
727,Sandeep Malik,,5,5,5,0,0,0,0,0,0,0
780,Mugilan,,5,5,3,0,0,0,0,0,0,0
607,Pandranki Prasad,,5,5,1,0,0,0,0,0,0,0
516,Jae Min Lee,,5,5,8,0,0,0,0,0,0,0
622,Parveen Birwal,,5,5,1,0,0,0,0,0,0,0
609,Chethan S,,5,5,1,0,0,0,0,0,0,0
777,Pardeep Kandola,,5,5,11,0,0,0,0,0,0,0
794,Amit Sheoran,,5,5,11,0,0,0,0,0,0,0
713,Wei Hung Lin,All Rounder,6,6,0,0,0,0,0,0,0,0
323,Mahendra Singh Dhaka,,5,5,3,0,0,0,0,0,0,0
632,Arvind Kumar,,5,5,1,0,0,0,0,0,0,0
675,Ankit Sangwan,,5,5,0,0,0,0,0,0,0,0
2272,Jawahar Vivek,All Rounder,6,6,1,0,0,0,0,0,0,0
2295,Anil,,6,6,2,0,0,0,0,0,0,0
766,Virender Singh,,5,5,3,0,0,0,0,0,0,0
669,Vipin Malik,,5,5,2,0,0,0,0,0,0,0
4950,Vinay Kumar,Defender,8,9,1,0,0,0,0,0,0,0
5033,Shivam Chaudhary,Defender - Right Cover,9,9,2,0,0,0,0,0,0,0
4671,Rohit Singh,Raider,8,8,0,0,0,0,0,0,0,0
2335,Vimal Raj V,,6,6,4,0,0,0,0,0,0,0
511,Gyung Tae Kim,All Rounder,6,6,1,0,0,0,0,0,0,0
447,Patrick Muvai,Raider,6,6,0,0,0,0,0,0,0,0
634,K. Jayaseelan,,6,6,1,0,0,0,0,0,0,0
339,Nicholas George Mottram,,4,4,1,0,0,0,0,0,0,0
5004,Md. Liton Ali,Defender - Right Corner,9,10,0,0,0,0,0,0,0,0
374,Suyog Rajapkar,,4,4,1,0,0,0,0,0,0,0
515,Dong Gyu Kim,All Rounder,5,7,14,0,0,0,0,0,0,0
744,Sunil,,5,5,4,0,0,0,0,0,0,0
369,Dalbir,,4,4,8,0,0,0,0,0,0,0
302,Khomsan Thongkham,Raider,4,6,16,0,0,0,0,0,0,0
4020,Monu,Defender - Right Corner,9,9,0,0,0,0,0,0,0,0
344,Md. Tuhin Tarafder,,4,4,13,0,0,0,0,0,0,0
5021,Reza Katoulinezhad,All-Rounder,9,9,0,0,0,0,0,0,0,0
5123,Suraj Panwar,Raider,9,10,1,0,0,0,0,0,0,0
614,T. Prabhakaran,,5,5,6,0,0,0,0,0,0,0
377,Yogesh Subhash Sawant,,4,4,4,0,0,0,0,0,0,0
5023,Woosan Ko,Defender - Left Cover,9,9,0,0,0,0,0,0,0,0
5064,Rahul Dhanawade,All-rounder,9,9,1,0,0,0,0,0,0,0
3189,Nehal Desai,All-Rounder,9,9,1,0,0,0,0,0,0,0
5074,Sumit,,9,9,0,0,0,0,0,0,0,0
5057,Akshay Jaywant Bodake,Raider,9,9,0,0,0,0,0,0,0,0
271,Narendar Kumar,,3,3,3,0,0,0,0,0,0,0
273,Satish Kumar,,3,3,2,0,0,0,0,0,0,0
5112,Rupesh,Raider,9,10,1,0,0,0,0,0,0,0
321,Manjeet Kandola,,3,3,2,0,0,0,0,0,0,0
295,Felix Odhiambo Opana,,3,3,15,0,0,0,0,0,0,0
310,Lo Chia Wei,,3,4,25,0,0,0,0,0,0,0
303,Satish Kumar,,3,3,6,0,0,0,0,0,0,0
5012,Thanushan Laxmamohan,All-Rounder,9,9,0,0,0,0,0,0,0,0
333,Muhammad Rizwan,,4,4,1,0,0,0,0,0,0,0
375,Manjeet,,4,4,9,0,0,0,0,0,0,0
342,Md. Zakir Hossain,,4,5,19,0,0,0,0,0,0,0
638,Kamal Kishor,Raider,5,6,15,0,0,0,0,0,0,0
721,Abhishek N,,5,5,7,0,0,0,0,0,0,0
602,Amaresh Mondal,,5,5,17,0,0,0,0,0,0,0
645,Sujit  Maharana,,5,5,4,0,0,0,0,0,0,0
601,Ankit Malik,,5,5,11,0,0,0,0,0,0,0
514,Chan Sik Park,,5,5,2,0,0,0,0,0,0,0
258,Sulieman Kabir,,5,5,4,0,0,0,0,0,0,0
620,C Kalai Arasan,Defender,5,6,4,0,0,0,0,0,0,0
230,Onkar Jadhav,,2,2,2,0,0,0,0,0,0,0
229,Vinod Atyalkar,,2,2,2,0,0,0,0,0,0,0
228,Gopalappa Thimarayappa,,2,2,2,0,0,0,0,0,0,0
186,Sandeep Kumar,,2,2,1,0,0,0,0,0,0,0
4974,Sawin,Raider,9,9,0,0,0,0,0,0,0,0
5099,Yash Hooda,Defender - Right Corner,9,9,0,0,0,0,0,0,0,0
5119,Sachin,Raider,9,9,1,0,0,0,0,0,0,0
4937,Nageshor Tharu,Raider,9,9,0,0,0,0,0,0,0,0
5126,Marimuthu Kamaraj,Defender - Left Cover,9,9,0,0,0,0,0,0,0,0
5054,Navneet,Defender,9,9,1,0,0,0,0,0,0,0
5016,Gholamabbas Korouki,All-Rounder,9,9,0,0,0,0,0,0,0,0
192,Vaibhav Kale,,2,2,1,0,0,0,0,0,0,0
183,Chaminda R. S. M.,,2,4,16,0,0,0,0,0,0,0
5133,Maharudra Garje,Right Raider,10,10,4,0,0,0,0,0,0,0
5247,Yuvraj Pandeya,Defender,10,10,0,0,0,0,0,0,0,0
270,Jasmer Singh,,2,2,4,0,0,0,0,0,0,0
188,Akhil Ashokan,,2,2,3,0,0,0,0,0,0,0
209,Abhinandan Kumar,,2,2,1,0,0,0,0,0,0,0
257,Muhammad Tariq,,2,2,1,0,0,0,0,0,0,0
196,C. Karnan,,2,2,3,0,0,0,0,0,0,0
265,Yosuke Sasaki,,2,3,13,0,0,0,0,0,0,0
254,Michal Spiczko,,2,3,25,0,0,0,0,0,0,0
220,Avnish Kumar,,2,2,3,0,0,0,0,0,0,0
198,Hwangi A. H. N.,,2,2,10,0,0,0,0,0,0,0
247,Anil Singh,,2,2,2,0,0,0,0,0,0,0
187,Manoj Kumar Gora,,2,2,3,0,0,0,0,0,0,0
226,Jawahar Vivek,,2,3,7,0,0,0,0,0,0,0
5224,Felix Li,Defender,10,10,0,0,0,0,0,0,0,0
18,Nasir Ali,,2,2,3,0,0,0,0,0,0,0
269,Arvind Baliyan,,2,2,5,0,0,0,0,0,0,0
262,Vir Singh Yadav,,2,2,3,0,0,0,0,0,0,0
216,Pradeep Kumar,,2,2,4,0,0,0,0,0,0,0
3,I Ketut Ariana,,1,4,27,0,0,0,0,0,0,0
117,Suresh Pathapalem,,1,1,2,0,0,0,0,0,0,0
166,Vijendar Singh,,1,1,8,0,0,0,0,0,0,0
122,Vilam Singh,,1,1,1,0,0,0,0,0,0,0
144,Gokul Shitole,,1,2,4,0,0,0,0,0,0,0
1,Mohammad Ziaur Rahman,,1,1,2,0,0,0,0,0,0,0
103,Sarun Das,,1,1,0,0,0,0,0,0,0,0
24,Michael Adam Dubery,,1,1,0,0,0,0,0,0,0,0
5149,Abinand Subhash,Defender,10,10,1,0,0,0,0,0,0,0
4031,Nitin R,Right Raider,10,10,4,0,0,0,0,0,0,0
7,Mostafa Noudehi,,1,1,0,0,0,0,0,0,0,0
148,Sunil Subhash Lande,,1,1,4,0,0,0,0,0,0,0
151,Vikas Tomar,,1,2,9,0,0,0,0,0,0,0
15,Sanjay Shrestha,Defender,1,7,41,0,0,0,0,0,0,0
8,Masayuki Shimokawa,,1,3,20,0,0,0,0,0,0,0
